,teamname,bcs,team,opponent,line,overunder,ownscore,opponentscore,vseteamname,date,day,month,year,season,realspread,win,tie,week
253,Air Force,,42,87,1.0,47.0,31,24,,2006-09-23,23.0,9.0,2006.0,2006,7.0,1.0,0.0,2
262,Air Force,,42,63,-14.0,51.0,24,7,,2006-09-30,30.0,9.0,2006.0,2006,17.0,1.0,0.0,3
261,Air Force,,42,66,-2.5,48.5,17,24,,2006-10-07,7.0,10.0,2006.0,2006,-7.0,0.0,0.0,4
252,Air Force,,42,89,-6.5,46.0,24,21,,2006-10-12,12.0,10.0,2006.0,2006,3.0,1.0,0.0,5
254,Air Force,,42,132,-10.0,45.5,12,19,,2006-10-21,21.0,10.0,2006.0,2006,-7.0,0.0,0.0,6
255,Air Force,,42,33,9.5,57.0,14,33,,2006-10-28,28.0,10.0,2006.0,2006,-19.0,0.0,0.0,7
259,Air Force,,42,127,-5.0,48.0,43,7,,2006-11-03,3.0,11.0,2006.0,2006,36.0,1.0,0.0,8
257,Air Force,,42,102,10.0,54.0,17,39,,2006-11-11,11.0,11.0,2006.0,2006,-22.0,0.0,0.0,9
258,Air Force,,42,93,-1.0,50.0,14,17,,2006-11-18,18.0,11.0,2006.0,2006,-3.0,0.0,0.0,10
260,Air Force,,42,108,-10.0,46.0,39,42,,2006-11-24,24.0,11.0,2006.0,2006,-3.0,0.0,0.0,11
268,Air Force,,42,93,7.0,46.5,20,12,,2007-09-08,8.0,9.0,2007.0,2007,8.0,1.0,0.0,2
265,Air Force,,42,110,8.5,42.5,20,17,,2007-09-13,13.0,9.0,2007.0,2007,3.0,1.0,0.0,3
269,Air Force,,42,33,14.0,53.5,6,31,,2007-09-22,22.0,9.0,2007.0,2007,-25.0,0.0,0.0,4
275,Air Force,,42,66,2.5,56.0,20,31,,2007-09-29,29.0,9.0,2007.0,2007,-11.0,0.0,0.0,5
266,Air Force,,42,108,-5.5,44.0,31,14,,2007-10-06,6.0,10.0,2007.0,2007,17.0,1.0,0.0,6
271,Air Force,,42,89,3.0,47.5,45,21,,2007-10-13,13.0,10.0,2007.0,2007,24.0,1.0,0.0,7
272,Air Force,,42,87,-2.5,46.0,20,12,,2007-10-20,20.0,10.0,2007.0,2007,8.0,1.0,0.0,8
270,Air Force,,42,63,6.5,47.0,31,34,,2007-10-25,25.0,10.0,2007.0,2007,-3.0,0.0,0.0,9
274,Air Force,,42,127,-17.0,45.0,30,10,,2007-11-03,3.0,11.0,2007.0,2007,20.0,1.0,0.0,10
264,Air Force,,42,102,-4.0,45.5,41,24,,2007-11-10,10.0,11.0,2007.0,2007,17.0,1.0,0.0,11
267,Air Force,,42,132,-13.0,53.0,55,23,,2007-11-17,17.0,11.0,2007.0,2007,32.0,1.0,0.0,12
282,Air Force,,42,87,2.5,42.5,23,3,,2008-09-06,6.0,9.0,2008.0,2008,20.0,1.0,0.0,2
278,Air Force,,42,96,2.5,51.5,31,28,,2008-09-13,13.0,9.0,2008.0,2008,3.0,1.0,0.0,3
286,Air Force,,42,93,9.5,50.5,23,30,,2008-09-20,20.0,9.0,2008.0,2008,-7.0,0.0,0.0,4
280,Air Force,,42,66,-4.5,51.5,27,33,,2008-10-04,4.0,10.0,2008.0,2008,-6.0,0.0,0.0,5
287,Air Force,,42,132,-10.5,48.5,35,10,,2008-10-11,11.0,10.0,2008.0,2008,25.0,1.0,0.0,6
281,Air Force,,42,108,-3.5,52.5,29,28,,2008-10-18,18.0,10.0,2008.0,2008,1.0,1.0,0.0,7
285,Air Force,,42,63,-4.0,44.5,23,10,,2008-10-23,23.0,10.0,2008.0,2008,13.0,1.0,0.0,8
279,Air Force,,42,127,-7.5,40.5,16,7,,2008-11-01,1.0,11.0,2008.0,2008,9.0,1.0,0.0,9
284,Air Force,,42,89,-9.5,51.5,38,17,,2008-11-08,8.0,11.0,2008.0,2008,21.0,1.0,0.0,10
288,Air Force,,42,33,3.0,52.0,24,38,,2008-11-15,15.0,11.0,2008.0,2008,-14.0,0.0,0.0,11
276,Air Force,,42,110,20.5,42.0,10,44,,2008-11-22,22.0,11.0,2008.0,2008,-34.0,0.0,0.0,12
290,Air Force,,42,140,3.0,50.0,13,20,,2009-09-12,12.0,9.0,2009.0,2009,-7.0,0.0,0.0,2
295,Air Force,,42,63,-16.5,45.5,37,13,,2009-09-19,19.0,9.0,2009.0,2009,24.0,1.0,0.0,3
298,Air Force,,42,132,-17.5,52.5,26,14,,2009-09-26,26.0,9.0,2009.0,2009,12.0,1.0,0.0,4
301,Air Force,,42,66,2.5,48.0,13,16,,2009-10-03,3.0,10.0,2009.0,2009,-3.0,0.0,0.0,5
297,Air Force,,42,110,10.0,42.5,17,20,,2009-10-10,10.0,10.0,2009.0,2009,-3.0,0.0,0.0,6
296,Air Force,,42,87,-12.0,45.0,10,0,,2009-10-17,17.0,10.0,2009.0,2009,10.0,1.0,0.0,7
291,Air Force,,42,93,8.5,42.5,16,23,,2009-10-24,24.0,10.0,2009.0,2009,-7.0,0.0,0.0,8
294,Air Force,,42,89,-7.0,44.5,34,16,,2009-10-31,31.0,10.0,2009.0,2009,18.0,1.0,0.0,9
299,Air Force,,42,127,-17.0,37.5,35,7,,2009-11-07,7.0,11.0,2009.0,2009,28.0,1.0,0.0,10
293,Air Force,,42,108,-17.0,47.5,45,17,,2009-11-14,14.0,11.0,2009.0,2009,28.0,1.0,0.0,11
289,Air Force,,42,33,8.0,47.5,21,38,,2009-11-21,21.0,11.0,2009.0,2009,-17.0,0.0,0.0,12
317,Akron,0.0,124,45,14.5,,3,29,"University of Akron (Akron, OH) ",1989-09-02,2.0,9.0,1989.0,1989,-26.0,0.0,0.0,1
322,Akron,0.0,124,123,-5.5,,40,7,"University of Akron (Akron, OH) ",1989-09-09,9.0,9.0,1989.0,1989,33.0,1.0,0.0,2
319,Akron,0.0,124,141,7.0,,27,26,"University of Akron (Akron, OH) ",1989-09-16,16.0,9.0,1989.0,1989,1.0,1.0,0.0,3
318,Akron,0.0,124,85,-7.5,,38,24,"University of Akron (Akron, OH) ",1989-09-30,30.0,9.0,1989.0,1989,14.0,1.0,0.0,4
321,Akron,0.0,124,57,1.5,,31,24,"University of Akron (Akron, OH) ",1989-10-07,7.0,10.0,1989.0,1989,7.0,1.0,0.0,5
323,Akron,0.0,124,46,-9.5,,31,0,"University of Akron (Akron, OH) ",1989-10-28,28.0,10.0,1989.0,1989,31.0,1.0,0.0,6
320,Akron,0.0,124,114,23.5,,9,52,"University of Akron (Akron, OH) ",1989-11-11,11.0,11.0,1989.0,1989,-43.0,0.0,0.0,7
330,Akron,0.0,124,123,-7.0,,38,10,"University of Akron (Akron, OH) ",1990-09-08,8.0,9.0,1990.0,1990,28.0,1.0,0.0,1
324,Akron,0.0,124,141,0.0,,14,14,"University of Akron (Akron, OH) ",1990-09-15,15.0,9.0,1990.0,1990,0.0,0.0,1.0,2
326,Akron,0.0,124,67,-4.0,45.0,20,24,"University of Akron (Akron, OH) ",1990-10-06,6.0,10.0,1990.0,1990,-4.0,0.0,0.0,3
325,Akron,0.0,124,66,-1.5,,13,17,"University of Akron (Akron, OH) ",1990-10-13,13.0,10.0,1990.0,1990,-4.0,0.0,0.0,4
329,Akron,0.0,124,69,28.0,,0,59,"University of Akron (Akron, OH) ",1990-10-20,20.0,10.0,1990.0,1990,-59.0,0.0,0.0,5
328,Akron,0.0,124,129,7.5,,17,20,"University of Akron (Akron, OH) ",1990-10-27,27.0,10.0,1990.0,1990,-3.0,0.0,0.0,6
331,Akron,0.0,124,68,5.5,,28,31,"University of Akron (Akron, OH) ",1990-11-03,3.0,11.0,1990.0,1990,-3.0,0.0,0.0,7
327,Akron,0.0,124,57,17.0,,15,36,"University of Akron (Akron, OH) ",1990-11-10,10.0,11.0,1990.0,1990,-21.0,0.0,0.0,8
337,Akron,0.0,124,67,4.0,,12,35,"University of Akron (Akron, OH) ",1991-09-07,7.0,9.0,1991.0,1991,-23.0,0.0,0.0,1
335,Akron,0.0,124,141,16.5,,29,31,"University of Akron (Akron, OH) ",1991-09-21,21.0,9.0,1991.0,1991,-2.0,0.0,0.0,2
334,Akron,0.0,124,78,19.5,,20,56,"University of Akron (Akron, OH) ",1991-10-05,5.0,10.0,1991.0,1991,-36.0,0.0,0.0,3
336,Akron,0.0,124,75,-9.0,,28,23,"University of Akron (Akron, OH) ",1991-10-19,19.0,10.0,1991.0,1991,5.0,1.0,0.0,4
339,Akron,0.0,124,68,-8.0,,17,7,"University of Akron (Akron, OH) ",1991-10-26,26.0,10.0,1991.0,1991,10.0,1.0,0.0,5
332,Akron,0.0,124,45,26.0,,24,42,"University of Akron (Akron, OH) ",1991-11-09,9.0,11.0,1991.0,1991,-18.0,0.0,0.0,6
338,Akron,0.0,124,127,4.5,,0,19,"University of Akron (Akron, OH) ",1991-11-16,16.0,11.0,1991.0,1991,-19.0,0.0,0.0,7
333,Akron,0.0,124,56,9.0,,37,32,"University of Akron (Akron, OH) ",1991-11-23,23.0,11.0,1991.0,1991,5.0,1.0,0.0,8
348,Akron,0.0,124,136,4.0,,27,9,"University of Akron (Akron, OH) ",1992-09-05,5.0,9.0,1992.0,1992,18.0,1.0,0.0,1
342,Akron,0.0,124,82,3.0,,23,20,"University of Akron (Akron, OH) ",1992-09-12,12.0,9.0,1992.0,1992,3.0,1.0,0.0,2
349,Akron,0.0,124,67,3.0,,20,24,"University of Akron (Akron, OH) ",1992-09-19,19.0,9.0,1992.0,1992,-4.0,0.0,0.0,3
347,Akron,0.0,124,117,-7.0,,13,0,"University of Akron (Akron, OH) ",1992-10-03,3.0,10.0,1992.0,1992,13.0,1.0,0.0,4
340,Akron,0.0,124,123,-10.0,,16,20,"University of Akron (Akron, OH) ",1992-10-10,10.0,10.0,1992.0,1992,-4.0,0.0,0.0,5
345,Akron,0.0,124,86,5.5,,22,14,"University of Akron (Akron, OH) ",1992-10-17,17.0,10.0,1992.0,1992,8.0,1.0,0.0,6
346,Akron,0.0,124,85,1.0,,3,24,"University of Akron (Akron, OH) ",1992-10-24,24.0,10.0,1992.0,1992,-21.0,0.0,0.0,7
341,Akron,0.0,124,141,4.5,,31,28,"University of Akron (Akron, OH) ",1992-10-31,31.0,10.0,1992.0,1992,3.0,1.0,0.0,8
344,Akron,0.0,124,56,-7.0,,29,15,"University of Akron (Akron, OH) ",1992-11-07,7.0,11.0,1992.0,1992,14.0,1.0,0.0,9
343,Akron,0.0,124,46,6.5,,24,22,"University of Akron (Akron, OH) ",1992-11-21,21.0,11.0,1992.0,1992,2.0,1.0,0.0,10
357,Akron,0.0,124,141,6.0,,23,13,"University of Akron (Akron, OH) ",1993-09-02,2.0,9.0,1993.0,1993,10.0,1.0,0.0,1
351,Akron,0.0,124,123,0.0,,42,7,"University of Akron (Akron, OH) ",1993-09-11,11.0,9.0,1993.0,1993,35.0,1.0,0.0,2
359,Akron,0.0,124,67,-6.0,,3,20,"University of Akron (Akron, OH) ",1993-09-18,18.0,9.0,1993.0,1993,-17.0,0.0,0.0,3
358,Akron,0.0,124,127,0.0,,14,35,"University of Akron (Akron, OH) ",1993-10-02,2.0,10.0,1993.0,1993,-21.0,0.0,0.0,4
353,Akron,0.0,124,121,-9.0,,31,13,"University of Akron (Akron, OH) ",1993-10-09,9.0,10.0,1993.0,1993,18.0,1.0,0.0,5
352,Akron,0.0,124,85,6.5,,7,49,"University of Akron (Akron, OH) ",1993-10-16,16.0,10.0,1993.0,1993,-42.0,0.0,0.0,6
356,Akron,0.0,124,56,0.0,,31,7,"University of Akron (Akron, OH) ",1993-10-23,23.0,10.0,1993.0,1993,24.0,1.0,0.0,7
354,Akron,0.0,124,117,-7.0,,13,21,"University of Akron (Akron, OH) ",1993-10-30,30.0,10.0,1993.0,1993,-8.0,0.0,0.0,8
350,Akron,0.0,124,136,-8.5,,19,7,"University of Akron (Akron, OH) ",1993-11-06,6.0,11.0,1993.0,1993,12.0,1.0,0.0,9
355,Akron,0.0,124,86,-1.0,,9,31,"University of Akron (Akron, OH) ",1993-11-13,13.0,11.0,1993.0,1993,-22.0,0.0,0.0,10
369,Akron,0.0,124,56,-6.5,,7,32,"University of Akron (Akron, OH) ",1994-09-03,3.0,9.0,1994.0,1994,-25.0,0.0,0.0,1
367,Akron,0.0,124,85,13.5,,0,45,"University of Akron (Akron, OH) ",1994-09-10,10.0,9.0,1994.0,1994,-45.0,0.0,0.0,2
365,Akron,0.0,124,123,4.5,,15,32,"University of Akron (Akron, OH) ",1994-09-17,17.0,9.0,1994.0,1994,-17.0,0.0,0.0,3
363,Akron,0.0,124,67,26.0,,6,19,"University of Akron (Akron, OH) ",1994-09-24,24.0,9.0,1994.0,1994,-13.0,0.0,0.0,4
368,Akron,0.0,124,121,13.5,,14,50,"University of Akron (Akron, OH) ",1994-10-08,8.0,10.0,1994.0,1994,-36.0,0.0,0.0,5
361,Akron,0.0,124,141,16.0,,0,47,"University of Akron (Akron, OH) ",1994-10-15,15.0,10.0,1994.0,1994,-47.0,0.0,0.0,6
364,Akron,0.0,124,82,15.5,,25,48,"University of Akron (Akron, OH) ",1994-10-22,22.0,10.0,1994.0,1994,-23.0,0.0,0.0,7
366,Akron,0.0,124,136,18.0,,18,42,"University of Akron (Akron, OH) ",1994-11-05,5.0,11.0,1994.0,1994,-24.0,0.0,0.0,8
362,Akron,0.0,124,86,23.0,,28,38,"University of Akron (Akron, OH) ",1994-11-12,12.0,11.0,1994.0,1994,-10.0,0.0,0.0,9
360,Akron,0.0,124,117,3.0,,24,10,"University of Akron (Akron, OH) ",1994-11-19,19.0,11.0,1994.0,1994,14.0,1.0,0.0,10
372,Akron,0.0,124,136,11.0,,29,49,"University of Akron (Akron, OH) ",1995-09-02,2.0,9.0,1995.0,1995,-20.0,0.0,0.0,1
377,Akron,0.0,124,85,28.0,,12,50,"University of Akron (Akron, OH) ",1995-09-16,16.0,9.0,1995.0,1995,-38.0,0.0,0.0,2
379,Akron,0.0,124,130,40.5,,0,67,"University of Akron (Akron, OH) ",1995-09-23,23.0,9.0,1995.0,1995,-67.0,0.0,0.0,3
378,Akron,0.0,124,141,21.0,,16,13,"University of Akron (Akron, OH) ",1995-09-30,30.0,9.0,1995.0,1995,3.0,1.0,0.0,4
370,Akron,0.0,124,67,24.0,,3,7,"University of Akron (Akron, OH) ",1995-10-07,7.0,10.0,1995.0,1995,-4.0,0.0,0.0,5
373,Akron,0.0,124,45,37.0,,27,77,"University of Akron (Akron, OH) ",1995-10-14,14.0,10.0,1995.0,1995,-50.0,0.0,0.0,6
374,Akron,0.0,124,117,-1.0,,23,29,"University of Akron (Akron, OH) ",1995-10-21,21.0,10.0,1995.0,1995,-6.0,0.0,0.0,7
371,Akron,0.0,124,123,-2.0,,14,6,"University of Akron (Akron, OH) ",1995-10-28,28.0,10.0,1995.0,1995,8.0,1.0,0.0,8
375,Akron,0.0,124,82,28.5,,7,41,"University of Akron (Akron, OH) ",1995-11-11,11.0,11.0,1995.0,1995,-34.0,0.0,0.0,9
376,Akron,0.0,124,121,31.0,,0,65,"University of Akron (Akron, OH) ",1995-11-18,18.0,11.0,1995.0,1995,-65.0,0.0,0.0,10
382,Akron,0.0,124,117,6.0,,14,44,"University of Akron (Akron, OH) ",1996-08-29,29.0,8.0,1996.0,1996,-30.0,0.0,0.0,1
380,Akron,0.0,124,45,39.0,,18,21,"University of Akron (Akron, OH) ",1996-09-07,7.0,9.0,1996.0,1996,-3.0,0.0,0.0,2
384,Akron,0.0,124,82,15.0,,10,27,"University of Akron (Akron, OH) ",1996-09-14,14.0,9.0,1996.0,1996,-17.0,0.0,0.0,3
386,Akron,0.0,124,72,27.0,,7,38,"University of Akron (Akron, OH) ",1996-09-21,21.0,9.0,1996.0,1996,-31.0,0.0,0.0,4
383,Akron,0.0,124,67,8.5,,27,7,"University of Akron (Akron, OH) ",1996-09-28,28.0,9.0,1996.0,1996,20.0,1.0,0.0,5
390,Akron,0.0,124,123,-3.5,,17,32,"University of Akron (Akron, OH) ",1996-10-05,5.0,10.0,1996.0,1996,-15.0,0.0,0.0,6
385,Akron,0.0,124,141,13.0,,0,42,"University of Akron (Akron, OH) ",1996-10-12,12.0,10.0,1996.0,1996,-42.0,0.0,0.0,7
389,Akron,0.0,124,121,25.5,,10,7,"University of Akron (Akron, OH) ",1996-10-19,19.0,10.0,1996.0,1996,3.0,1.0,0.0,8
387,Akron,0.0,124,68,5.0,,34,17,"University of Akron (Akron, OH) ",1996-10-26,26.0,10.0,1996.0,1996,17.0,1.0,0.0,9
381,Akron,0.0,124,85,5.5,,21,14,"University of Akron (Akron, OH) ",1996-11-02,2.0,11.0,1996.0,1996,7.0,1.0,0.0,10
388,Akron,0.0,124,136,9.0,,17,20,"University of Akron (Akron, OH) ",1996-11-09,9.0,11.0,1996.0,1996,-3.0,0.0,0.0,11
391,Akron,0.0,124,85,8.0,,28,31,"University of Akron (Akron, OH) ",1997-09-20,20.0,9.0,1997.0,1997,-3.0,0.0,0.0,3
401,Akron,0.0,124,116,42.0,,0,56,"University of Akron (Akron, OH) ",1997-09-27,27.0,9.0,1997.0,1997,-56.0,0.0,0.0,4
392,Akron,0.0,124,136,7.5,,0,45,"University of Akron (Akron, OH) ",1997-10-18,18.0,10.0,1997.0,1997,-45.0,0.0,0.0,7
395,Akron,0.0,124,117,24.0,,17,21,"University of Akron (Akron, OH) ",1997-10-25,25.0,10.0,1997.0,1997,-4.0,0.0,0.0,8
394,Akron,0.0,124,86,9.5,,14,31,"University of Akron (Akron, OH) ",1997-11-01,1.0,11.0,1997.0,1997,-17.0,0.0,0.0,9
393,Akron,0.0,124,123,-2.0,,45,35,"University of Akron (Akron, OH) ",1997-11-08,8.0,11.0,1997.0,1997,10.0,1.0,0.0,10
397,Akron,0.0,124,82,21.5,,10,42,"University of Akron (Akron, OH) ",1997-11-15,15.0,11.0,1997.0,1997,-32.0,0.0,0.0,11
407,Akron,0.0,124,118,17.0,,16,27,"University of Akron (Akron, OH) ",1998-09-05,5.0,9.0,1998.0,1998,-11.0,0.0,0.0,1
404,Akron,0.0,124,56,9.0,,35,28,"University of Akron (Akron, OH) ",1998-09-12,12.0,9.0,1998.0,1998,7.0,1.0,0.0,2
403,Akron,0.0,124,86,-7.5,,52,14,"University of Akron (Akron, OH) ",1998-09-26,26.0,9.0,1998.0,1998,38.0,1.0,0.0,3
411,Akron,0.0,124,36,11.0,,0,35,"University of Akron (Akron, OH) ",1998-10-03,3.0,10.0,1998.0,1998,-35.0,0.0,0.0,4
410,Akron,0.0,124,123,-9.5,,45,16,"University of Akron (Akron, OH) ",1998-10-10,10.0,10.0,1998.0,1998,29.0,1.0,0.0,5
406,Akron,0.0,124,117,5.5,,14,28,"University of Akron (Akron, OH) ",1998-10-17,17.0,10.0,1998.0,1998,-14.0,0.0,0.0,6
408,Akron,0.0,124,82,5.5,,17,24,"University of Akron (Akron, OH) ",1998-10-24,24.0,10.0,1998.0,1998,-7.0,0.0,0.0,7
409,Akron,0.0,124,141,2.0,,27,28,"University of Akron (Akron, OH) ",1998-10-31,31.0,10.0,1998.0,1998,-1.0,0.0,0.0,8
412,Akron,0.0,124,85,7.5,,21,58,"University of Akron (Akron, OH) ",1998-11-07,7.0,11.0,1998.0,1998,-37.0,0.0,0.0,9
405,Akron,0.0,124,136,-8.0,,24,21,"University of Akron (Akron, OH) ",1998-11-14,14.0,11.0,1998.0,1998,3.0,1.0,0.0,10
402,Akron,0.0,124,121,16.0,,14,20,"University of Akron (Akron, OH) ",1998-11-21,21.0,11.0,1998.0,1998,-6.0,0.0,0.0,11
413,Akron,0.0,124,59,44.5,,24,70,"University of Akron (Akron, OH) ",1999-09-04,4.0,9.0,1999.0,1999,-46.0,0.0,0.0,1
416,Akron,0.0,124,145,-21.0,,17,10,"University of Akron (Akron, OH) ",1999-09-11,11.0,9.0,1999.0,1999,7.0,1.0,0.0,2
419,Akron,0.0,124,56,1.0,,25,15,"University of Akron (Akron, OH) ",1999-09-18,18.0,9.0,1999.0,1999,10.0,1.0,0.0,3
418,Akron,0.0,124,136,-1.0,,17,38,"University of Akron (Akron, OH) ",1999-09-25,25.0,9.0,1999.0,1999,-21.0,0.0,0.0,4
422,Akron,0.0,124,86,0.0,,31,9,"University of Akron (Akron, OH) ",1999-10-02,2.0,10.0,1999.0,1999,22.0,1.0,0.0,5
417,Akron,0.0,124,117,-1.5,,41,28,"University of Akron (Akron, OH) ",1999-10-09,9.0,10.0,1999.0,1999,13.0,1.0,0.0,6
420,Akron,0.0,124,85,-3.5,,55,25,"University of Akron (Akron, OH) ",1999-10-16,16.0,10.0,1999.0,1999,30.0,1.0,0.0,7
415,Akron,0.0,124,66,10.0,,35,29,"University of Akron (Akron, OH) ",1999-10-23,23.0,10.0,1999.0,1999,6.0,1.0,0.0,8
414,Akron,0.0,124,67,1.0,,10,24,"University of Akron (Akron, OH) ",1999-10-30,30.0,10.0,1999.0,1999,-14.0,0.0,0.0,9
421,Akron,0.0,124,121,8.5,,23,32,"University of Akron (Akron, OH) ",1999-11-06,6.0,11.0,1999.0,1999,-9.0,0.0,0.0,10
423,Akron,0.0,124,123,-16.0,,37,34,"University of Akron (Akron, OH) ",1999-11-13,13.0,11.0,1999.0,1999,3.0,1.0,0.0,11
426,Akron,0.0,124,45,31.0,,23,52,"University of Akron (Akron, OH) ",2000-09-01,1.0,9.0,2000.0,2000,-29.0,0.0,0.0,1
432,Akron,0.0,124,141,-5.0,,7,17,"University of Akron (Akron, OH) ",2000-09-09,9.0,9.0,2000.0,2000,-10.0,0.0,0.0,2
434,Akron,0.0,124,142,2.0,,35,24,"University of Akron (Akron, OH) ",2000-09-16,16.0,9.0,2000.0,2000,11.0,1.0,0.0,3
427,Akron,0.0,124,117,8.5,,23,20,"University of Akron (Akron, OH) ",2000-09-23,23.0,9.0,2000.0,2000,3.0,1.0,0.0,4
428,Akron,0.0,124,121,5.0,,37,20,"University of Akron (Akron, OH) ",2000-09-30,30.0,9.0,2000.0,2000,17.0,1.0,0.0,5
425,Akron,0.0,124,85,-8.0,,27,21,"University of Akron (Akron, OH) ",2000-10-07,7.0,10.0,2000.0,2000,6.0,1.0,0.0,6
424,Akron,0.0,124,68,1.0,,35,52,"University of Akron (Akron, OH) ",2000-10-14,14.0,10.0,2000.0,2000,-17.0,0.0,0.0,7
430,Akron,0.0,124,144,-22.0,,35,38,"University of Akron (Akron, OH) ",2000-10-21,21.0,10.0,2000.0,2000,-3.0,0.0,0.0,8
433,Akron,0.0,124,118,4.0,,28,31,"University of Akron (Akron, OH) ",2000-10-28,28.0,10.0,2000.0,2000,-3.0,0.0,0.0,9
429,Akron,0.0,124,123,-12.0,,34,6,"University of Akron (Akron, OH) ",2000-11-18,18.0,11.0,2000.0,2000,28.0,1.0,0.0,11
439,Akron,0.0,124,117,5.5,,31,29,"University of Akron (Akron, OH) ",2001-08-30,30.0,8.0,2001.0,2001,2.0,1.0,0.0,1
441,Akron,0.0,124,105,26.0,,14,28,"University of Akron (Akron, OH) ",2001-09-08,8.0,9.0,2001.0,2001,-14.0,0.0,0.0,2
443,Akron,0.0,124,35,20.0,,14,33,"University of Akron (Akron, OH) ",2001-09-22,22.0,9.0,2001.0,2001,-19.0,0.0,0.0,3
440,Akron,0.0,124,123,-17.0,,14,10,"University of Akron (Akron, OH) ",2001-09-29,29.0,9.0,2001.0,2001,4.0,1.0,0.0,4
437,Akron,0.0,124,67,15.5,,14,31,"University of Akron (Akron, OH) ",2001-10-06,6.0,10.0,2001.0,2001,-17.0,0.0,0.0,5
435,Akron,0.0,124,121,9.5,,27,30,"University of Akron (Akron, OH) ",2001-10-13,13.0,10.0,2001.0,2001,-3.0,0.0,0.0,6
442,Akron,0.0,124,85,5.0,,11,16,"University of Akron (Akron, OH) ",2001-10-20,20.0,10.0,2001.0,2001,-5.0,0.0,0.0,7
436,Akron,0.0,124,118,14.5,,33,50,"University of Akron (Akron, OH) ",2001-10-27,27.0,10.0,2001.0,2001,-17.0,0.0,0.0,8
444,Akron,0.0,124,142,17.0,,17,57,"University of Akron (Akron, OH) ",2001-11-03,3.0,11.0,2001.0,2001,-40.0,0.0,0.0,9
445,Akron,0.0,124,145,-4.5,,41,14,"University of Akron (Akron, OH) ",2001-11-17,17.0,11.0,2001.0,2001,27.0,1.0,0.0,10
438,Akron,0.0,124,136,-17.0,,65,62,"University of Akron (Akron, OH) ",2001-11-24,24.0,11.0,2001.0,2001,3.0,1.0,0.0,11
455,Akron,0.0,124,133,19.0,,21,57,"University of Akron (Akron, OH) ",2002-08-31,31.0,8.0,2002.0,2002,-36.0,0.0,0.0,1
449,Akron,0.0,124,60,22.5,,14,44,"University of Akron (Akron, OH) ",2002-09-07,7.0,9.0,2002.0,2002,-30.0,0.0,0.0,2
457,Akron,0.0,124,141,-1.0,,17,24,"University of Akron (Akron, OH) ",2002-09-14,14.0,9.0,2002.0,2002,-7.0,0.0,0.0,3
451,Akron,0.0,124,134,24.0,,29,48,"University of Akron (Akron, OH) ",2002-09-21,21.0,9.0,2002.0,2002,-19.0,0.0,0.0,4
453,Akron,0.0,124,121,9.0,57.0,31,48,"University of Akron (Akron, OH) ",2002-09-28,28.0,9.0,2002.0,2002,-17.0,0.0,0.0,5
447,Akron,0.0,124,136,-10.5,62.5,34,42,"University of Akron (Akron, OH) ",2002-10-05,5.0,10.0,2002.0,2002,-8.0,0.0,0.0,6
452,Akron,0.0,124,142,19.0,60.5,17,28,"University of Akron (Akron, OH) ",2002-10-26,26.0,10.0,2002.0,2002,-11.0,0.0,0.0,8
454,Akron,0.0,124,118,17.0,68.0,34,20,"University of Akron (Akron, OH) ",2002-11-02,2.0,11.0,2002.0,2002,14.0,1.0,0.0,9
448,Akron,0.0,124,117,3.0,59.0,10,27,"University of Akron (Akron, OH) ",2002-11-09,9.0,11.0,2002.0,2002,-17.0,0.0,0.0,10
456,Akron,0.0,124,145,-16.5,,21,10,"University of Akron (Akron, OH) ",2002-11-16,16.0,11.0,2002.0,2002,11.0,1.0,0.0,11
446,Akron,0.0,124,123,-7.0,51.0,48,10,"University of Akron (Akron, OH) ",2002-11-23,23.0,11.0,2002.0,2002,38.0,1.0,0.0,12
467,Akron,0.0,124,123,-12.5,,38,41,"University of Akron (Akron, OH) ",2003-08-28,28.0,8.0,2003.0,2003,-3.0,0.0,0.0,1
469,Akron,0.0,124,111,27.0,,31,48,"University of Akron (Akron, OH) ",2003-09-06,6.0,9.0,2003.0,2003,-17.0,0.0,0.0,2
466,Akron,0.0,124,136,-19.0,,24,17,"University of Akron (Akron, OH) ",2003-09-13,13.0,9.0,2003.0,2003,7.0,1.0,0.0,3
459,Akron,0.0,124,145,-15.5,,38,21,"University of Akron (Akron, OH) ",2003-09-27,27.0,9.0,2003.0,2003,17.0,1.0,0.0,5
462,Akron,0.0,124,121,16.5,67.0,20,45,"University of Akron (Akron, OH) ",2003-10-04,4.0,10.0,2003.0,2003,-25.0,0.0,0.0,6
463,Akron,0.0,124,142,-8.5,58.0,38,24,"University of Akron (Akron, OH) ",2003-10-18,18.0,10.0,2003.0,2003,14.0,1.0,0.0,8
468,Akron,0.0,124,144,10.0,61.0,37,38,"University of Akron (Akron, OH) ",2003-10-25,25.0,10.0,2003.0,2003,-1.0,0.0,0.0,9
458,Akron,0.0,124,118,13.0,64.0,24,42,"University of Akron (Akron, OH) ",2003-11-01,1.0,11.0,2003.0,2003,-18.0,0.0,0.0,10
465,Akron,0.0,124,141,-7.0,60.0,40,28,"University of Akron (Akron, OH) ",2003-11-08,8.0,11.0,2003.0,2003,12.0,1.0,0.0,11
464,Akron,0.0,124,117,-10.5,62.5,35,28,"University of Akron (Akron, OH) ",2003-11-15,15.0,11.0,2003.0,2003,7.0,1.0,0.0,12
