,school,teamname,year_of_pub,acceptance_rate,top10pct,alumni_giving_rate,top25pct,usnews_score,usnews_academic_rep_old,sat_act_25_75,avg_sat_act,usnews_academic_rep_new,year,team,unitid,vseteamname,alumni_ops_academic,alumni_ops_faculty,alumni_ops_research,alumni_ops_libraries,alumni_ops_physical_plant,alumni_ops_student_aid,alumni_ops_athletics,alumni_ops_other,alumni_ops_total,alumni_donation_rate,alumni_ugrad_donation_rate,alumni_ops_donation_rate,alumni_solicit_rate,alumni_giving_as_share_of_total,alumni_of_record,alumni_donors,alumni_total_giving,ops_athletics_donors,ops_athletics_total_ath,capital_athletics_donors,capital_athletics_total,athletics_donors,athletics_total,corporations_total_giving,expenditures_per_student,foundations_total_giving,foundations_ops_athletics,foundations_ops_total,corporations_ops_athletics,corporations_ops_total,ops_athletics_total_grand,ops_total,total_giving_2004_onwards,total_giving_pre_2004,alumni_ops_pub_serv,corporations_total,foundations_total,appdate,applicants_male,applicants_female,admits_male,admits_female,enrolled_male,enrolled_female,satdate,satnum,satpct,actnum,actpct,satvr25,satvr75,satmt25,satmt75,actcm25,actcm75,acten25,acten75,actmt25,actmt75,name,city,state,fips,control,iclevel,black,asian,hispanic,vse_alum_giving_rate,first_time_students_missing,first_time_students_total,first_time_outofstate,first_time_instate
49,University of Alabama-Birmingham,Alabama-Birmingham,2000.0,89.0,24.0,9.0,,,,19-24,,,1998,146.0,100663.0,"University of Alabama at Birmingham (Birmingham, AL)",153425.0,,9153.0,2225.0,,65157.0,143183.0,303401.0,744282.0,0.095,0.08,0.091,1.0,,60372.0,5707.0,1702250.0,779.0,1265430.0,7.0,,786.0,,6580810.0,,13252700.0,145525.0,10597800.0,388737.0,5990140.0,1265430.0,28579400.0,,38094600.0,65605.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.094530575,,,,
50,U. of Alabama-Birmingham,Alabama-Birmingham,2001.0,90.0,15.0,7.0,,,,,,2.9,1999,146.0,100663.0,"University of Alabama at Birmingham (Birmingham, AL)",275548.0,,28895.0,3393.0,,15175.0,123498.0,476827.0,1003150.0,0.10800000000000001,0.076,0.10400000000000001,1.0,,61767.0,6644.0,1695220.0,625.0,724027.0,7.0,,632.0,,13817100.0,39795.0,17918100.0,112158.0,13106300.0,236899.0,11987900.0,724027.0,39255700.0,,56863700.0,77813.0,,,,,,,,,,,,,,,,,,,,,,,,,UNIVERSITY OF ALABAMA AT BIRMINGHAM,BIRMINGHAM,AL,Alabama,Public,4 or more years (Baccalaureate or higher degree),24.0,3.0,1.0,0.10756553,0.0,1314.0,129.0,1185.0
51,U. of Alabama-Birmingham,Alabama-Birmingham,2002.0,91.0,17.0,7.0,,,,,,2.8,2000,146.0,100663.0,"University of Alabama at Birmingham (Birmingham, AL)",231438.0,,10435.0,6080.0,,26983.0,129368.0,386902.0,885074.0,0.062,0.053,0.055,1.0,,62971.0,3920.0,1286745.0,597.0,822929.0,6.0,,,,8934493.0,42800.0,21645074.0,89672.0,17557744.0,272535.0,7490571.0,822929.0,42360134.0,,54358485.0,83696.0,,,Fall 2001,1181.0,1991.0,1066.0,1820.0,459.0,765.0,Fall 2001,88.0,7.0,1148.0,88.0,,,,,19.0,25.0,19.0,25.0,17.0,24.0,UNIVERSITY OF ALABAMA AT BIRMINGHAM,BIRMINGHAM,AL,Alabama,Public,4 or more years (Baccalaureate or higher degree),25.0,4.0,1.0,0.06225088,,,,
52,U. of Alabama- Birmingham,Alabama-Birmingham,2003.0,91.0,17.0,6.0,,,,,,2.8,2001,146.0,100663.0,"University of Alabama at Birmingham (Birmingham, AL)",317720.0,,8483.0,4952.0,,28137.0,121284.0,350965.0,931779.0,0.065,0.049,0.06,1.0,,80150.0,5204.0,1998434.0,698.0,1009252.0,8.0,,,,9999975.0,40433.0,20139313.0,321909.0,16397530.0,331783.0,8279755.0,1187863.0,40095093.0,,51495509.0,88841.0,,,Fall 2001,1387.0,2145.0,1246.0,1974.0,581.0,822.0,Fall 2001,111.0,7.0,1275.0,86.0,,,,,19.0,25.0,19.0,25.0,17.0,24.0,UNIVERSITY OF ALABAMA AT BIRMINGHAM,BIRMINGHAM,AL,Alabama,Public,4 or more years (Baccalaureate or higher degree),25.0,3.0,1.0,0.064928256,1445.0,1471.0,134.0,1337.0
53,U. of Alabama-Birmingham,Alabama-Birmingham,2004.0,81.0,19.0,5.0,,,,,,2.8,2002,146.0,100663.0,"University of Alabama at Birmingham (Birmingham, AL)",346215.0,,11277.0,3750.0,,33539.0,213308.0,550105.0,1266323.0,0.078,0.067,0.07200000000000001,1.0,0.038,72330.0,5661.0,1933883.0,,,,,,,9300997.0,42564.0,19904927.0,205827.0,16088362.0,465299.0,7237770.0,1529198.0,37600159.0,50899761.0,51704442.0,101840.0,,,Fall 2001,1802.0,2928.0,1408.0,2399.0,573.0,1046.0,Fall 2001,141.0,8.0,1501.0,88.0,,,,,19.0,24.0,18.0,25.0,17.0,23.0,UNIVERSITY OF ALABAMA AT BIRMINGHAM,BIRMINGHAM,AL,Alabama,Public,4 or more years (Baccalaureate or higher degree),,,,0.07826628,1677.0,1708.0,169.0,1539.0
54,U. of Alabama-Birmingham,Alabama-Birmingham,2005.0,86.0,22.0,7.0,,,,,,2.8,2003,146.0,100663.0,"University of Alabama at Birmingham (Birmingham, AL)",426929.0,,12548.0,3125.0,,70200.0,269026.0,458609.0,1329635.0,0.084,0.07400000000000001,0.078,1.0,0.040999999999999995,74640.0,6292.0,2449866.0,,,,,,,12606269.0,43559.0,22791529.0,881870.0,16774605.0,1015985.0,10317840.0,3046265.0,44050699.0,60396927.0,62314233.0,87072.0,,,Fall 2001,1782.0,2536.0,1484.0,2226.0,567.0,976.0,Fall 2001,142.0,9.0,1413.0,87.0,480.0,620.0,480.0,640.0,19.0,25.0,19.0,23.0,18.0,24.0,UNIVERSITY OF ALABAMA AT BIRMINGHAM,BIRMINGHAM,AL,Alabama,Public,4 or more years (Baccalaureate or higher degree),,,,0.08429796,1597.0,1628.0,154.0,1474.0
55,U. of Alabama-Birmingham,Alabama-Birmingham,2006.0,88.0,23.0,8.0,,,,,,2.9,2004,146.0,100663.0,"University of Alabama at Birmingham (Birmingham, AL)",523985.0,,13859.0,3487.0,,39970.0,536376.0,530246.0,1787613.0,0.08800000000000001,0.07200000000000001,0.075,1.0,0.044000000000000004,77198.0,6808.0,2747081.0,,,,,,,15376870.0,47697.0,24579213.0,613559.0,20652484.0,779933.0,13675630.0,2926780.0,50675186.0,62259114.0,62516630.0,111626.0,,,Fall 2001,1774.0,2481.0,1554.0,2177.0,628.0,905.0,Fall 2001,166.0,11.0,1376.0,87.0,500.0,620.0,500.0,640.0,20.0,26.0,20.0,27.0,18.0,24.0,University of Alabama at Birmingham,Birmingham,AL,Alabama,Public,4 or more years (Baccalaureate or higher degree),,,,0.08818881,1554.0,1587.0,157.0,1430.0
56,U. of Alabama-Birmingham,Alabama-Birmingham,2007.0,88.0,25.0,10.0,,,,,,2.8,2005,146.0,100663.0,"University of Alabama at Birmingham (Birmingham, AL)",527969.0,,33974.0,3165.0,,102478.0,418936.0,585494.0,1773735.0,0.107,0.11900000000000001,0.09300000000000001,1.0,0.04,87737.0,9379.0,2992262.0,,,,,,,17213928.0,50687.0,27254381.0,604271.0,20167786.0,687194.0,13648399.0,2869537.0,56847103.0,75277227.0,75584742.0,100628.0,,,Fall 2001,1674.0,2547.0,1489.0,2216.0,590.0,897.0,Fall 2001,150.0,10.0,1326.0,87.0,500.0,640.0,490.0,650.0,21.0,26.0,21.0,27.0,18.0,25.0,University of Alabama at Birmingham,Birmingham,AL,Alabama,Public,4 or more years (Baccalaureate or higher degree),,,,0.10689903,1510.0,1531.0,154.0,1377.0
57,U. of Alabama-Birmingham,Alabama-Birmingham,2008.0,77.0,30.0,11.0,,,,,,2.7,2006,146.0,100663.0,"University of Alabama at Birmingham (Birmingham, AL)",560618.0,6575.0,58269.0,4075.0,,41964.0,292515.0,297800.0,1404947.0,0.107,0.10300000000000001,0.08199999999999999,1.0,0.047,90343.0,9623.0,4521881.0,,,,,,,16133958.0,55393.0,35649843.0,106021.0,29956936.0,554082.0,15265807.0,1880926.0,77030162.0,97013814.0,98429080.0,142631.0,,,Fall 2000,1674.0,2547.0,1489.0,2216.0,590.0,897.0,Fall 2001,128.0,9.0,1278.0,90.0,470.0,620.0,500.0,650.0,21.0,27.0,21.0,28.0,19.0,25.0,University of Alabama at Birmingham,Birmingham,AL,Alabama,Public,4 or more years (Baccalaureate or higher degree),,,,0.10651628,1416.0,1416.0,,
58,,Alabama-Birmingham,,,,,,,,,,,2007,146.0,100663.0,"University of Alabama at Birmingham (Birmingham, AL)",455485.0,2000.0,68268.0,2375.0,228717.0,34906.0,382650.0,,1627248.0,0.09699999999999999,0.098,0.08,1.0,0.036000000000000004,91812.0,8867.0,2937447.0,,,,,,,13893727.0,56333.0,36863996.0,810009.0,34975943.0,493615.0,12652680.0,2577877.0,72701121.0,81912595.0,81912595.0,106888.0,,,Fall 2001,2091.0,3015.0,1766.0,2579.0,813.0,1122.0,Fall 2001,90.0,7.0,1185.0,93.0,520.0,620.0,520.0,640.0,21.0,27.0,21.0,28.0,18.0,27.0,University of Alabama at Birmingham,Birmingham,AL,Alabama,Public,4 or more years (Baccalaureate or higher degree),,,,0.096577786,1259.0,1277.0,122.0,1155.0
59,,Alabama-Birmingham,,,,,,,,,,,2008,146.0,100663.0,"University of Alabama at Birmingham (Birmingham, AL)",841583.0,4500.0,118902.0,4784.0,113837.0,57875.0,469441.0,268022.0,1985174.0,0.109,0.13,0.092,1.0,0.051,86191.0,9395.0,4390164.0,,,,,,,9064108.0,53071.0,37867253.0,382813.0,35804708.0,544501.0,8207855.0,2209048.0,71266430.0,86296369.0,87537836.0,105630.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1090021,,,,
60,U. of Arizona,Arizona,1990.0,79.0,31.0,,,,,,,,1988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UNIVERSITY OF ARIZONA,TUCSON,AZ,Arizona,Public,4 or more years (Baccalaureate or higher degree),,,,,,,,
61,U. of Arizona,Arizona,1991.0,71.0,32.0,,,,,860-1140,,,1989,83.0,104179.0,"University of Arizona (Tucson, AZ)",,,,,,,,,,,,,1.0,,84178.0,30936.0,8219389.0,,,,,,,12901801.0,,1860134.0,,,,,,,,33395696.0,,12901801.0,1860134.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.36750695,,,,
62,,Arizona,,,,,,,,,,,1990,83.0,104179.0,"University of Arizona (Tucson, AZ)",,,,,,,,,,,,,1.0,,67548.0,13664.0,9573637.0,,,,,,,17969650.0,,3305451.0,,,,,,,,44631239.0,,17969650.0,3305451.0,,,,,,,,,,,,,,,,,,,,,,,UNIVERSITY OF ARIZONA,TUCSON,AZ,Arizona,Public,4 or more years (Baccalaureate or higher degree),,,,0.20228578,,,,
63,U. of Arizona,Arizona,1993.0,86.0,30.0,13.0,,,,860-1110,,,1991,83.0,104179.0,"University of Arizona (Tucson, AZ)",,,,,,,,,,,,,,,153412.0,10223.0,6515296.0,,,,,,,12424211.0,,5172954.0,,,,,,,,45515093.0,,12424211.0,5172954.0,,,,,,,,,,,,,,,,,,,,,,,UNIVERSITY OF ARIZONA,TUCSON,AZ,Arizona,Public,4 or more years (Baccalaureate or higher degree),,,,0.06663755,,3938.0,1378.0,2560.0
64,University of Arizona,Arizona,1994.0,87.0,29.0,,,,37.0,,985,,1992,83.0,104179.0,"University of Arizona (Tucson, AZ)",,,,,,,,,,,,,,,91399.0,,6403273.0,,,,,,,11543482.0,,12536267.0,,,,,,,,43092998.0,,11543482.0,12536267.0,,,,,,,,,,,,,,,,,,,,,,,UNIVERSITY OF ARIZONA,TUCSON,AZ,Arizona,Public,4 or more years (Baccalaureate or higher degree),,,,,,,,
65,U. of Arizona,Arizona,1996.0,83.0,30.0,9.0,,,,970-1210,,,1994,83.0,104179.0,"University of Arizona (Tucson, AZ)",,,,,,,,,,,,,1.0,,164868.0,11422.0,3905000.0,,,,,,,12727000.0,,13029000.0,,,,,,,,42444000.0,,12727000.0,13029000.0,,,,,,,,,,,,,,,,,,,,,,,UNIVERSITY OF ARIZONA,TUCSON,AZ,Arizona,Public,4 or more years (Baccalaureate or higher degree),2.0,5.0,12.0,0.06927966,,,,
66,Univ of Arizona,Arizona,1997.0,83.0,32.0,8.0,,,,,,,1995,83.0,104179.0,"University of Arizona (Tucson, AZ)",,,,,,,,,,,,,1.0,,169598.0,13321.0,4571000.0,,,,,,,16134000.0,,14674000.0,,,,,,,,48351000.0,,16134000.0,14674000.0,,,,,,,,,,,,,,,,,,,,,,,UNIVERSITY OF ARIZONA,TUCSON,AZ,Arizona,Public,4 or more years (Baccalaureate or higher degree),2.0,5.0,12.0,0.07854456,,4554.0,1719.0,2835.0
67,Univ of Arizona,Arizona,1998.0,82.0,33.0,7.0,,,,980-1210,,3.6,1996,83.0,104179.0,"University of Arizona (Tucson, AZ)",,,,,,,,,,,,,0.810831039922619,,173686.0,12237.0,7136000.0,,,,,,,18563000.0,,18597000.0,,,,,,,,58910000.0,,18563000.0,18597000.0,,,,,,,,,,,,,,,,,,,,,,,UNIVERSITY OF ARIZONA,TUCSON,AZ,Arizona,Public,4 or more years (Baccalaureate or higher degree),2.0,5.0,12.0,0.07045473,,,,
68,University of Arizona,Arizona,1999.0,81.0,32.0,9.0,,,,,,3.6,1997,83.0,104179.0,"University of Arizona (Tucson, AZ)",,,,,,,,,,,,,0.8663071491997487,,184692.0,13214.0,16368000.0,,,,,,,16439000.0,,16609000.0,,,,,,,,74804000.0,,16439000.0,16609000.0,,,,,,,,,,,,,,,,,,,,,,,UNIVERSITY OF ARIZONA,TUCSON,AZ,Arizona,Public,4 or more years (Baccalaureate or higher degree),2.0,5.0,13.0,0.071546145,,5388.0,2106.0,3282.0
69,University of Arizona,Arizona,2000.0,84.0,32.0,11.0,,,,970-1210,,,1998,83.0,104179.0,"University of Arizona (Tucson, AZ)",12102800.0,57.0,379070.0,722254.0,,142256.0,1636400.0,,15360400.0,0.076,0.134,0.073,0.7809999999999999,,315323.0,24105.0,17275600.0,10384.0,4203020.0,201.0,,10585.0,,20148900.0,22510.0,21245900.0,56660.0,19549400.0,833056.0,13592700.0,4202720.0,60412100.0,,76838800.0,62955.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.07644542,,,,
70,U. of Arizona,Arizona,2001.0,84.0,33.0,12.0,,,,,,3.7,1999,83.0,104179.0,"University of Arizona (Tucson, AZ)",3743760.0,580.0,282245.0,32588.0,,100630.0,1808210.0,,6449180.0,0.09,0.102,0.084,0.945,,193451.0,17407.0,19380000.0,7139.0,5357960.0,15.0,,7154.0,,21617900.0,22804.0,23194300.0,67941.0,17232800.0,1677790.0,18848500.0,5357960.0,58863600.0,,91710700.0,143206.0,,,,,,,,,,,,,,,,,,,,,,,,,UNIVERSITY OF ARIZONA,TUCSON,AZ,Arizona,Public,4 or more years (Baccalaureate or higher degree),3.0,5.0,13.0,0.089981444,41.0,5694.0,2030.0,3623.0
71,U. of Arizona,Arizona,2002.0,84.0,31.0,10.0,,,,,,3.6,2000,83.0,104179.0,"University of Arizona (Tucson, AZ)",4804092.0,715237.0,2153099.0,23522.0,,497255.0,3247667.0,67208.0,12049590.0,0.09,0.1,0.087,0.953,,200100.0,18033.0,18558735.0,8030.0,9302002.0,4.0,,,,27456130.0,24056.0,26938484.0,269747.0,21024985.0,3014456.0,25637686.0,9614910.0,81643054.0,,103822239.0,179070.0,,,Fall 2001,9437.0,10282.0,7764.0,8849.0,2722.0,3005.0,Fall 2001,4927.0,83.0,2629.0,44.0,490.0,600.0,500.0,610.0,21.0,26.0,20.0,26.0,20.0,26.0,UNIVERSITY OF ARIZONA,TUCSON,AZ,Arizona,Public,4 or more years (Baccalaureate or higher degree),3.0,5.0,13.0,0.09011994,48.0,5949.0,2109.0,3792.0
72,U. of Arizona,Arizona,2003.0,86.0,32.0,10.0,,43.0,,,,3.6,2001,83.0,104179.0,"University of Arizona (Tucson, AZ)",7609357.0,94494.0,574245.0,366557.0,,337672.0,2433859.0,6492.0,12205792.0,0.091,0.1,0.08900000000000001,0.9490000000000001,,209765.0,19137.0,25883055.0,9013.0,7421264.0,254.0,,,,33618918.0,24428.0,23207797.0,221190.0,20684572.0,1907960.0,32067522.0,7460170.0,94178827.0,,119687315.0,449414.0,,,Fall 2001,9199.0,10633.0,7654.0,9319.0,2605.0,3008.0,Fall 2001,4839.0,83.0,2504.0,43.0,490.0,600.0,500.0,620.0,21.0,26.0,19.0,26.0,20.0,27.0,UNIVERSITY OF ARIZONA,TUCSON,AZ,Arizona,Public,4 or more years (Baccalaureate or higher degree),3.0,5.0,13.0,0.09123066,5747.0,5808.0,2009.0,3799.0
73,University of Arizona,Arizona,2004.0,85.0,34.0,10.0,,43.0,,,,3.6,2002,83.0,104179.0,"University of Arizona (Tucson, AZ)",5500837.0,13160.0,887082.0,1006462.0,,407695.0,2749871.0,36387.0,11303509.0,0.08900000000000001,0.094,0.086,0.948,0.076,198452.0,17592.0,13927472.0,5410.0,3178401.0,109.0,2055423.0,5519.0,5233824.0,110310758.0,25032.0,26814384.0,245538.0,20975352.0,1522751.0,108064281.0,7015160.0,163041240.0,184067233.0,185430260.0,188869.0,,,Fall 2001,9663.0,11522.0,7980.0,10041.0,2626.0,3154.0,Fall 2001,4966.0,83.0,2659.0,44.0,490.0,610.0,500.0,630.0,21.0,26.0,20.0,26.0,20.0,27.0,UNIVERSITY OF ARIZONA,TUCSON,AZ,Arizona,Public,4 or more years (Baccalaureate or higher degree),,,,0.08864612,5913.0,5958.0,1941.0,4017.0
74,University of Arizona,Arizona,2005.0,83.0,36.0,9.0,,44.0,,,,3.6,2003,83.0,104179.0,"University of Arizona (Tucson, AZ)",7888348.0,2166.0,746872.0,96169.0,,564121.0,1624914.0,23743.0,11702132.0,0.065,0.085,0.062,0.737,0.165,290677.0,18750.0,16708639.0,5942.0,6952418.0,404.0,2315459.0,6346.0,9267877.0,20634535.0,31876.0,26042071.0,261542.0,20063169.0,2000461.0,18821071.0,5749126.0,80037568.0,101050120.0,101824142.0,189023.0,,,Fall 2001,11029.0,12696.0,8966.0,10822.0,2558.0,3008.0,Fall 2001,4771.0,83.0,2066.0,34.0,490.0,610.0,500.0,620.0,21.0,26.0,20.0,26.0,20.0,27.0,UNIVERSITY OF ARIZONA,TUCSON,AZ,Arizona,Public,4 or more years (Baccalaureate or higher degree),,,,0.064504586,5677.0,5725.0,1862.0,3863.0
75,University of Arizona,Arizona,2006.0,,,,,44.0,,,,3.6,2004,83.0,104179.0,"University of Arizona (Tucson, AZ)",5371980.0,994.0,315942.0,157437.0,,1086220.0,2102939.0,136565.0,10062413.0,0.073,0.076,0.07,0.9470000000000001,0.183,233947.0,17092.0,22173981.0,7250.0,7559896.0,612.0,6769158.0,7862.0,14329054.0,30706788.0,27421.0,26153613.0,231911.0,20851975.0,1520610.0,24216755.0,5955808.0,79543236.0,121056869.0,122583437.0,504082.0,,,Fall 2001,8386.0,9518.0,7155.0,8546.0,2669.0,3116.0,Fall 2001,4946.0,83.0,2431.0,41.0,500.0,620.0,500.0,630.0,21.0,26.0,20.0,27.0,20.0,27.0,University of Arizona,Tucson,AZ,Arizona,Public,4 or more years (Baccalaureate or higher degree),,,,0.07305928,5952.0,5952.0,,
76,University of Arizona*,Arizona,2007.0,86.0,34.0,7.0,,41.0,,,,3.6,2005,83.0,104179.0,"University of Arizona (Tucson, AZ)",6150180.0,101373.0,981910.0,130568.0,,746235.0,2079751.0,39304.0,13633229.0,0.07,0.07200000000000001,0.068,0.75,0.244,231843.0,16304.0,29563333.0,7929.0,8314271.0,451.0,4091045.0,8380.0,12405316.0,27958979.0,28567.0,29991461.0,457769.0,22900474.0,1356254.0,22761107.0,6519237.0,84467940.0,121019697.0,122820744.0,525798.0,,,Fall 2001,7982.0,8606.0,6670.0,7614.0,2696.0,3092.0,Fall 2001,4812.0,80.0,2418.0,40.0,490.0,600.0,500.0,630.0,20.0,26.0,20.0,26.0,20.0,27.0,University of Arizona,Tucson,AZ,Arizona,Public,4 or more years (Baccalaureate or higher degree),,,,0.07032345,5894.0,6009.0,2250.0,3759.0
77,University of Arizona*,Arizona,2008.0,80.0,34.0,7.0,,40.0,,,,3.5,2006,83.0,104179.0,"University of Arizona (Tucson, AZ)",5714068.0,166879.0,1727877.0,114409.0,,840083.0,2227314.0,41651.0,11325280.0,0.065,0.067,0.062,0.966,0.14800000000000002,252308.0,16512.0,21276173.0,4850.0,4137824.0,328.0,3119703.0,5178.0,7257527.0,25393801.0,30339.0,37259922.0,229699.0,28777688.0,1259943.0,21176046.0,5725773.0,104401853.0,143956957.0,144614604.0,223892.0,,,Fall 2001,12163.0,13185.0,9083.0,10543.0,3536.0,4162.0,Fall 2001,5274.0,80.0,2685.0,41.0,480.0,600.0,490.0,620.0,21.0,26.0,20.0,26.0,21.0,27.0,University of Arizona,Tucson,AZ,Arizona,Public,4 or more years (Baccalaureate or higher degree),,,,0.06544382,6569.0,6569.0,,
78,University of Arizona*,Arizona,2009.0,81.0,32.0,6.0,,40.0,,,,3.5,2007,83.0,104179.0,"University of Arizona (Tucson, AZ)",7222482.0,1107370.0,1215656.0,547387.0,,1133818.0,3807426.0,,17571837.0,0.044000000000000004,,0.042,0.46299999999999997,0.205,296491.0,13037.0,31582061.0,3911.0,3464207.0,6.0,33097.0,3917.0,3497304.0,35311309.0,39856.0,42340888.0,209203.0,30329331.0,996017.0,27114756.0,6963459.0,110496825.0,153960235.0,155693883.0,623717.0,,,Fall 2001,10783.0,11761.0,8366.0,9792.0,2961.0,3370.0,Fall 2001,5259.0,78.0,2761.0,41.0,480.0,600.0,500.0,620.0,21.0,26.0,,,,,University of Arizona,Tucson,AZ,Arizona,Public,4 or more years (Baccalaureate or higher degree),,,,0.04397098,6621.0,6709.0,2659.0,4050.0
79,,Arizona,,,,,,,,,,,2008,83.0,104179.0,"University of Arizona (Tucson, AZ)",4074583.0,256943.0,1024427.0,36735.0,,1494824.0,3038456.0,47152.0,11271952.0,0.049,0.049,0.047,0.785,0.122,255333.0,12401.0,17219218.0,5830.0,6892378.0,,,5830.0,6892378.0,41040463.0,39511.0,29539769.0,115325.0,23135845.0,1431035.0,36926954.0,7501138.0,110289067.0,141386156.0,141919858.0,551912.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.048567947,,,,
80,Arizona State U.,Arizona State,1989.0,78.0,23.0,,,,,,,,1987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ARIZONA STATE UNIVERSITY,TEMPE,AZ,Arizona,Public,4 or more years (Baccalaureate or higher degree),,,,,,6361.0,3764.0,2597.0
81,Arizona State U.,Arizona State,1990.0,77.0,23.0,,,,,,,,1988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ARIZONA STATE UNIVERSITY,TEMPE,AZ,Arizona,Public,4 or more years (Baccalaureate or higher degree),,,,,,,,
82,Arizona State,Arizona State,1991.0,77.0,23.0,,,,,,,,1989,112.0,104151.0,"Arizona State University Foundation (Tempe, AZ)",,,,,,,,,,,,,,,,,973140.0,,,,,,,8911560.0,,4928467.0,,,,,,,,25712211.0,,8911560.0,4928467.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83,,Arizona State,,,,,,,,,,,1990,112.0,104151.0,"Arizona State University Foundation (Tempe, AZ)",,,,,,,,,,,,,0.5929522024367385,,133375.0,11271.0,830427.0,,,,,,,7281847.0,,3292383.0,,,,,,,,22503925.0,,7281847.0,3292383.0,,,,,,,,,,,,,,,,,,,,,,,ARIZONA STATE UNIVERSITY,TEMPE,AZ,Arizona,Public,4 or more years (Baccalaureate or higher degree),,,,0.084506094,,,,
84,Arizona State U.,Arizona State,1993.0,82.0,23.0,8.0,,,,840-1090,,,1991,112.0,104151.0,"Arizona State University Foundation (Tempe, AZ)",,,,,,,,,,,,,0.5028720292114198,,140493.0,9891.0,773012.0,,,,,,,10386736.0,,4466182.0,,,,,,,,27301563.0,,10386736.0,4466182.0,,,,,,,,,,,,,,,,,,,,,,,ARIZONA STATE UNIVERSITY,TEMPE,AZ,Arizona,Public,4 or more years (Baccalaureate or higher degree),,,,0.070402086,,3273.0,1292.0,1981.0
85,Arizona State University of Main Campus,Arizona State,1994.0,80.0,24.0,5.0,,,65.0,,965,,1992,112.0,104151.0,"Arizona State University Foundation (Tempe, AZ)",,,,,,,,,,,,,,,142872.0,7204.0,744751.0,,,,,,,11452594.0,,5217628.0,,,,,,,,28397050.0,,11452594.0,5217628.0,,,,,,,,,,,,,,,,,,,,,,,ARIZONA STATE UNIVERSITY-MAIN CAMPUS,TEMPE,AZ,Arizona,Public,4 or more years (Baccalaureate or higher degree),,,,0.050422758,,,,
86,Arizona State U.,Arizona State,1996.0,80.0,23.0,6.0,,,,960-1200,,,1994,112.0,104151.0,"Arizona State University Foundation (Tempe, AZ)",,,,,,,,,,,,,1.0,,163399.0,7595.0,1082000.0,,,,,,,12716000.0,,7295000.0,,,,,,,,31904000.0,,12716000.0,7295000.0,,,,,,,,,,,,,,,,,,,,,,,ARIZONA STATE UNIVERSITY-MAIN CAMPUS,TEMPE,AZ,Arizona,Public,4 or more years (Baccalaureate or higher degree),3.0,4.0,8.0,0.04648131,,,,
87,Arizona State Univ,Arizona State,1997.0,78.0,24.0,5.0,,,,,,,1995,112.0,104151.0,"Arizona State University Foundation (Tempe, AZ)",,,,,,,,,,,,,0.7539550547167689,,168961.0,9690.0,1469000.0,,,,,,,12409000.0,,5898000.0,,,,,,,,37647000.0,,12409000.0,5898000.0,,,,,,,,,,,,,,,,,,,,,,,ARIZONA STATE UNIVERSITY-MAIN CAMPUS,TEMPE,AZ,Arizona,Public,4 or more years (Baccalaureate or higher degree),3.0,4.0,9.0,0.057350513,,4245.0,1867.0,2378.0
88,Arizona State Univ,Arizona State,1998.0,79.0,25.0,6.0,,,,970-1210,,3.3,1996,112.0,104151.0,"Arizona State University Foundation (Tempe, AZ)",,,,,,,,,,,,,0.5080102691238934,,170219.0,14066.0,2684000.0,,,,,,,18883000.0,,5215000.0,,,,,,,,40154000.0,,18883000.0,5215000.0,,,,,,,,,,,,,,,,,,,,,,,ARIZONA STATE UNIVERSITY-MAIN CAMPUS,TEMPE,AZ,Arizona,Public,4 or more years (Baccalaureate or higher degree),3.0,4.0,9.0,0.082634725,,,,
89,Arizona State University,Arizona State,1999.0,76.0,29.0,12.0,,,,,,3.3,1997,112.0,104151.0,"Arizona State University Foundation (Tempe, AZ)",,,,,,,,,,,,,0.8951401678418186,,205789.0,19105.0,8931000.0,,,,,,,17488000.0,,11265000.0,,,,,,,,50537000.0,,17488000.0,11265000.0,,,,,,,,,,,,,,,,,,,,,,,ARIZONA STATE UNIVERSITY-MAIN CAMPUS,TEMPE,AZ,Arizona,Public,4 or more years (Baccalaureate or higher degree),3.0,4.0,10.0,0.09283781,,4943.0,1725.0,3218.0
90,Arizona State University,Arizona State,2000.0,80.0,30.0,13.0,,,,980-1220,,,1998,112.0,104151.0,"Arizona State University Foundation (Tempe, AZ)",938664.0,,10.0,5751.0,,147086.0,744780.0,507271.0,2393860.0,0.071,,0.069,0.8740000000000001,,216078.0,15382.0,7163030.0,2445.0,1675620.0,6.0,,2451.0,,24728900.0,13123.0,6135240.0,171790.0,3822100.0,314789.0,15341500.0,1675620.0,24909900.0,,46609800.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.07118726,,,,
